,First Name,Last Name,Nickname,Height,Weight,Reach,Stance,Wins,Losses,Draws
312,Keith,Berish,Sha Bang Bang,"6' 0""",205 lbs.,--,Orthodox,5,1,0
313,Dennis,Bermudez,The Menace,"5' 6""",155 lbs.,"66.0""",Orthodox,17,9,0
314,Manny,Bermudez,The Bermudez Triangle,"5' 10""",145 lbs.,"71.0""",Orthodox,14,2,0
315,Talita,Bernardo,,"5' 4""",135 lbs.,"68.0""",Orthodox,6,4,0
316,Dave,Berry,,--,--,--,,0,1,0
317,Keith,Berry,,"6' 1""",185 lbs.,--,,15,14,1
318,Dieusel,Berto,,"5' 9""",200 lbs.,--,,0,3,0
319,Edson,Berto,Little Tiger,"5' 6""",155 lbs.,--,Orthodox,17,12,1
320,Allen,Berube,Monstah Lobstah,"5' 8""",155 lbs.,--,Orthodox,4,3,0
321,Anton,Berzin,The Body Snatcher,"6' 2""",205 lbs.,--,Orthodox,5,1,0
322,Scott,Bessac,,"6' 4""",245 lbs.,--,,4,6,0
323,Matt,Bessette,The Mangler,"5' 10""",145 lbs.,"70.0""",Orthodox,22,9,0
324,Khadzhi,Bestaev,Best,"6' 6""",185 lbs.,"76.0""",,10,4,0
325,Fernando,Bettega,,--,170 lbs.,--,,7,5,0
326,Arjan,Bhullar,,"6' 1""",245 lbs.,"75.0""",Orthodox,9,1,0
327,KB,Bhullar,The Bengal,"6' 4""",185 lbs.,"78.0""",Switch,8,2,0
328,Bibulatov,Magomed,Chaborz,"5' 5""",125 lbs.,"65.0""",Orthodox,14,2,0
329,David,Bielkheden,,"5' 10""",155 lbs.,"71.0""",Orthodox,24,12,0
330,Blake,Bilder,El Animal,"5' 8""",145 lbs.,"68.0""",Switch,8,1,1
331,Jonas,Bilharinho,,"5' 11""",145 lbs.,"75.0""",Switch,9,1,1
332,Jeremiah,Billington,,"5' 9""",205 lbs.,--,Orthodox,11,2,0
333,Scott,Bills,,"5' 10""",170 lbs.,--,,7,9,1
334,Anthony,Birchak,El Toro,"5' 8""",135 lbs.,"69.0""",Orthodox,16,8,0
335,Chris,Birchler,The Big Buck,"6' 3""",205 lbs.,--,Switch,7,4,0
336,Michael,Bisping,The Count,"6' 1""",185 lbs.,"75.0""",Orthodox,30,9,0
337,Amaury,Bitetti,,"5' 9""",185 lbs.,--,Orthodox,5,2,0
338,Caio,Bittencourt,Leao,"6' 0""",185 lbs.,"75.0""",Orthodox,14,7,0
339,Simon,Biyong,,--,205 lbs.,--,,7,1,0
340,Jan,Blachowicz,,"6' 2""",205 lbs.,"78.0""",Orthodox,29,9,1
341,Jason,Black,The Black Legion,"5' 8""",155 lbs.,--,Orthodox,23,4,1
342,Brad,Blackburn,Bad Brad,"5' 10""",170 lbs.,"73.0""",Orthodox,18,13,1
343,Jason,Blackford,,--,--,--,,3,3,0
344,Tom,Blackledge,,--,205 lbs.,--,Orthodox,10,7,0
345,Sherrard,Blackledge,The Thriller,"5' 11""",155 lbs.,"75.0""",Orthodox,5,1,0
346,Da'Mon,Blackshear,The Monster,"5' 10""",135 lbs.,"72.0""",Switch,13,5,1
347,Erin,Blanchfield,Cold Blooded,"5' 4""",125 lbs.,"66.0""",Orthodox,11,1,0
348,Maximo,Blanco,Maxi,"5' 8""",145 lbs.,"71.0""",Orthodox,12,8,1
349,David,Blanco,,"5' 7""",145 lbs.,--,,2,0,0
350,Curtis,Blaydes,Razor,"6' 4""",265 lbs.,"80.0""",Orthodox,17,4,0
351,Tereza,Bleda,,"5' 9""",125 lbs.,"71.0""",Orthodox,6,1,0
352,Arlene,Blencowe,Angerfist,"5' 5""",145 lbs.,--,,9,6,0
353,Byron,Bloodworth,,"5' 8""",135 lbs.,--,Orthodox,6,3,0
354,Dashawn,Boatwright,"Buck, the 400-pound Silverback","6' 0""",205 lbs.,--,Orthodox,3,1,0
355,Dan,Bobish,,"6' 2""",345 lbs.,--,Southpaw,17,9,0
356,Mark,Bocek,,"5' 8""",155 lbs.,"75.0""",Orthodox,12,5,0
357,Kyle,Bochniak,Killer B,"5' 7""",145 lbs.,"70.0""",Orthodox,8,5,0
358,James,Bochnovic,,"6' 4""",205 lbs.,"81.0""",Orthodox,8,3,0
359,Jeremy,Boczulak,,--,--,--,,0,2,0
360,Tim,Boetsch,The Barbarian,"6' 0""",185 lbs.,"74.0""",Orthodox,21,13,0
361,Galore,Bofando,,"5' 11""",170 lbs.,"72.0""",Switch,5,3,0
362,Jay,Bogan,,--,145 lbs.,--,,6,6,0
363,Roman,Bogatov,,"5' 8""",155 lbs.,"73.0""",Orthodox,10,1,0
364,Derek,Bohi,Marshmallow,"6' 4""",260 lbs.,--,,8,5,0
365,Jerry,Bohlander,,"5' 11""",199 lbs.,--,Orthodox,11,4,0
366,Mandy,Bohm,Monster,"5' 7""",125 lbs.,"71.0""",Orthodox,8,2,0
367,Kotetsu,Boku,,"5' 9""",154 lbs.,--,Orthodox,25,11,2
368,Gaston,Bolanos,The Dreamkiller,"5' 7""",135 lbs.,"69.0""",Orthodox,7,3,0
369,Kyle,Bolt,,"6' 2""",185 lbs.,--,,8,4,0
370,Denys,Bondar,Psycho,"5' 6""",125 lbs.,"69.0""",Orthodox,16,4,0
371,Luc,Bondole,,"6' 2""",205 lbs.,--,,5,2,2
372,Tony,Bonello,The Gun,"6' 2""",185 lbs.,--,,16,3,1
373,Gabriel,Bonfim,Marretinha,"6' 1""",170 lbs.,"72.0""",Orthodox,14,0,0
374,Ismael,Bonfim,Marreta,"5' 8""",155 lbs.,"71.0""",Orthodox,19,3,0
375,Jesse,Bongfeldt,Water,"6' 0""",185 lbs.,--,Orthodox,16,5,1
376,Marcos,Bonilla,Murder Marx,"5' 10""",145 lbs.,--,,4,4,0
377,Stephan,Bonnar,The American Psycho,"6' 4""",205 lbs.,"79.0""",Orthodox,15,9,0
378,Rogerio,Bontorin,,"5' 5""",125 lbs.,"67.0""",Orthodox,16,4,0
379,Ray,Borg,The Tazmexican Devil,"5' 4""",135 lbs.,"63.0""",Orthodox,13,5,0
380,Igor,Borisov,,"6' 0""",235 lbs.,--,Orthodox,1,1,0
381,Kevin,Borjas,El Gallo Negro,--,125 lbs.,--,,8,1,0
382,Calen,Born,,"5' 8""",170 lbs.,"72.0""",Switch,7,1,0
383,Caio,Borralho,The Natural,"5' 10""",185 lbs.,"75.0""",Southpaw,14,1,0
384,Zachary,Borrego,The Dragon,"6' 2""",185 lbs.,"78.0""",Switch,3,1,0
385,Viacheslav,Borshchev,Slava Claus,"5' 11""",155 lbs.,"69.0""",Orthodox,7,3,0
386,Tanner,Boser,The Bulldozer,"6' 2""",205 lbs.,"75.0""",Orthodox,20,10,1
387,Steve,Bosse,The Boss,"5' 11""",205 lbs.,"72.0""",Orthodox,12,2,0
388,Marcus,Bossett,The Grasshopper,"6' 1""",215 lbs.,--,Orthodox,1,3,0
389,Chris,Bostick,,--,--,--,,6,3,0
390,Poliana,Botelho,,"5' 8""",125 lbs.,"67.0""",Orthodox,8,5,0
391,Francois,Botha,White Buffalo,"6' 2""",260 lbs.,--,Orthodox,0,1,0
392,Gregory,Bouchelaghem,,"6' 2""",183 lbs.,--,Switch,5,4,0
393,Roy,Boughton,Black Dynamite,"6' 0""",205 lbs.,--,,14,8,0
394,Rich,Bouphanouvong,,"5' 7""",170 lbs.,--,,1,4,0
395,Mike,Bourke,The Rhino,"6' 0""",275 lbs.,--,Orthodox,10,16,1
396,Jess,Bouscal,,--,155 lbs.,--,,3,2,0
397,Tai,Bowden,,"5' 11""",230 lbs.,--,,1,1,0
398,Melton,Bowen,The Punisher,"6' 0""",225 lbs.,--,Orthodox,0,1,0
399,Kyron,Bowen,Bullseye,"6' 3""",185 lbs.,"73.0""",Orthodox,9,5,0
400,Brian,Bowles,,"5' 7""",135 lbs.,"70.0""",Orthodox,10,3,0
401,Roger,Bowling,Relentless,"5' 9""",155 lbs.,"68.0""",Orthodox,12,6,0
402,Blake,Bowman,,"6' 2""",170 lbs.,--,,2,6,0
403,Ashe,Bowman,The Archer,"5' 9""",155 lbs.,--,,9,11,0
404,Anvar,Boynazarov,The Uzbek,"5' 9""",145 lbs.,--,Orthodox,3,1,0
405,Colley,Bradford,,"5' 7""",145 lbs.,--,,0,1,0
406,Kyle,Bradley,,"5' 9""",155 lbs.,"71.0""",Orthodox,19,12,0
407,Paul,Bradley,The Gentleman,"5' 9""",170 lbs.,--,Orthodox,23,8,0
408,Sean,Brady,,"5' 10""",170 lbs.,"72.0""",Orthodox,15,1,0
409,Ebenezer Fontes,Braga,Pitbull,"6' 0""",199 lbs.,--,Orthodox,13,7,2
410,Ramiz,Brahimaj,,"5' 10""",170 lbs.,"72.0""",Orthodox,10,4,0
411,Joe,Brammer,The South Side Strangler,"5' 8""",155 lbs.,--,Orthodox,7,3,1
412,David,Branch,,"6' 1""",185 lbs.,"78.0""",Orthodox,22,6,0
413,Diego,Brandao,DB,"5' 7""",145 lbs.,"64.0""",Orthodox,22,11,0
414,Bruna,Brasil,,"5' 6""",115 lbs.,"65.0""",Orthodox,8,3,1
415,Michael,Bravo,,--,155 lbs.,--,,7,4,0
416,Martin,Bravo,El Toro,"5' 8""",145 lbs.,"71.0""",Southpaw,11,3,0
417,Roman,Bravo-Young,,--,205 lbs.,--,,0,1,0
418,Mike,Breeden,Money,"5' 10""",155 lbs.,"70.0""",Orthodox,10,5,0
419,Tom,Breese,,"6' 3""",185 lbs.,"73.0""",Southpaw,12,3,0
420,Elves,Brener,,"5' 10""",155 lbs.,"72.0""",Orthodox,14,3,0
421,Chris,Brennan,The Westside Strangler,"5' 8""",170 lbs.,--,Orthodox,21,13,1
422,Charlie,Brenneman,The Spaniard,"5' 10""",155 lbs.,"70.0""",Orthodox,19,8,0
423,Robert,Breslin,The Bullet,"5' 11""",155 lbs.,--,,3,9,0
424,Mack,Brewer,,--,205 lbs.,--,,0,1,0
425,Marcos,Brigagao,Ironside,"6' 3""",205 lbs.,"76.0""",Southpaw,11,1,0
426,Jason,Brilz,Hitman,"5' 11""",205 lbs.,"71.0""",Orthodox,22,6,1
427,Marcus,Brimage,The Bama Beast,"5' 4""",135 lbs.,"71.0""",Southpaw,7,7,0
428,Aaron,Brink,,"6' 3""",205 lbs.,--,Orthodox,26,26,0
429,Henry,Briones,Bure,"5' 8""",135 lbs.,"69.0""",Orthodox,16,8,1
430,Marcelo,Brito,Jungle Boy,"6' 1""",170 lbs.,--,Orthodox,13,8,0
431,Joanderson,Brito,Tubarao,"5' 8""",145 lbs.,"72.0""",Orthodox,14,3,1
432,Kaik,Brito,,--,155 lbs.,--,,16,4,0
433,Antwain,Britt,The Juggernaut,"6' 1""",205 lbs.,"77.0""",,11,6,0
434,Drew,Brokenshire,,--,--,--,,16,6,0
435,Mike,Bronzoulis,The Greek,"6' 0""",155 lbs.,--,,18,9,1
436,Jonathan,Brookins,,"6' 0""",145 lbs.,"74.0""",Southpaw,16,10,0
437,Will,Brooks,Ill,"5' 10""",155 lbs.,"72.0""",Orthodox,18,4,0
438,Jarred,Brooks,The Monkey God,"5' 3""",125 lbs.,"62.0""",Switch,13,2,0
439,Rob,Broughton,The Bear,"6' 2""",265 lbs.,"74.0""",Orthodox,16,7,1
440,Lee,Brousseau,Manimal,"6' 1""",205 lbs.,--,,5,3,0
441,Matt,Brown,The Immortal,"6' 0""",170 lbs.,"75.0""",Orthodox,26,19,0
442,Mike,Brown,,"5' 6""",145 lbs.,"70.0""",Orthodox,26,9,0
443,Dominic,Brown,,"5' 11""",190 lbs.,--,,16,23,0
444,Todd,Brown,Bulldog,"5' 11""",205 lbs.,--,Orthodox,16,4,0
445,Terrell,Brown,,--,185 lbs.,--,,3,1,0
446,Chris,Brown,,--,170 lbs.,--,,10,1,0
447,Frederick,Brown,,"6' 0""",235 lbs.,--,,3,2,0
448,Randy,Brown,Rudeboy,"6' 3""",170 lbs.,"78.0""",Orthodox,16,5,0
449,Damien,Brown,Beatdown,"5' 10""",155 lbs.,"68.0""",Orthodox,17,12,0
450,TJ,Brown,Downtown,"5' 9""",145 lbs.,"72.0""",Switch,17,10,0
451,Humberto,Brown Morrison,,"5' 10""",145 lbs.,--,,4,6,0
452,Travis,Browne,Hapa,"6' 6""",255 lbs.,"79.0""",Orthodox,18,7,1
453,Junie,Browning,,"5' 9""",155 lbs.,--,Orthodox,5,6,0
454,Jules,Bruchez,,"6' 0""",205 lbs.,--,Southpaw,1,2,0
455,Justin,Bruckmann,Loaf,"5' 9""",170 lbs.,--,Orthodox,7,3,0
456,Stephanie,Bruna,Rondinha,--,115 lbs.,--,,5,1,0
457,Cody,Brundage,,"6' 0""",185 lbs.,"72.0""",Orthodox,8,4,0
458,Steve,Bruno,Hollywood,"5' 10""",170 lbs.,--,Orthodox,15,6,0
459,Fernando,Bruno,Acougueiro,"5' 6""",145 lbs.,--,,15,4,0
460,Derek,Brunson,The One,"6' 1""",185 lbs.,"77.0""",Southpaw,23,9,0
461,Josh,Bryant,The Beast,"5' 10""",185 lbs.,--,Orthodox,15,4,0
462,Dennis,Bryant,The Beard,"6' 0""",205 lbs.,--,Orthodox,5,2,0
463,Lukasz,Brzeski,The Bull,"6' 4""",236 lbs.,"78.0""",Orthodox,8,3,1
464,Justin,Buchholz,,"6' 0""",155 lbs.,"73.0""",Orthodox,15,10,0
465,Zak,Bucia,,"5' 10""",170 lbs.,--,,17,8,0
466,Courtney,Buck,,"5' 10""",135 lbs.,--,Orthodox,12,11,0
467,Joaquin,Buckley,New Mansa,"5' 10""",170 lbs.,"76.0""",Southpaw,16,6,0
468,Martin,Buday,Badys,"6' 4""",265 lbs.,"77.0""",Orthodox,12,1,0
469,Julia,Budd,,"5' 7""",145 lbs.,"67.0""",,10,2,0
470,Mike,Budnik,,"5' 9""",145 lbs.,"68.0""",Orthodox,13,4,0
471,Francisco,Bueno,,"5' 9""",225 lbs.,--,Orthodox,5,2,0
472,Mayra,Bueno Silva,Sheetara,"5' 6""",135 lbs.,"66.0""",Orthodox,10,2,1
473,Paul,Buentello,The Headhunter,"6' 2""",245 lbs.,"77.0""",Orthodox,35,17,0
474,Modestas,Bukauskas,The Baltic Gladiator,"6' 3""",205 lbs.,"78.0""",Switch,14,5,0
475,Lee Kwan,Bum,,"6' 2""",286 lbs.,--,Orthodox,0,1,0
476,Josh,Bumgarner,,"6' 1""",170 lbs.,--,,6,4,0
477,Shawn,Bunch,Bunch the Great,"5' 5""",135 lbs.,--,,7,3,0
478,Felipe,Bunes,Felipinho,"5' 7""",125 lbs.,"69.0""",Orthodox,13,6,0
479,Shane,Burgos,Hurricane,"5' 11""",145 lbs.,"75.0""",Orthodox,15,3,0
480,Joshua,Burkman,The People's Warrior,"5' 10""",170 lbs.,"72.0""",Orthodox,28,16,0
481,Justin,Burlinson,,"6' 1""",170 lbs.,"74.0""",Switch,6,1,0
482,Mads,Burnell,,"5' 8""",145 lbs.,"69.0""",Orthodox,9,3,0
483,Mikey,Burnett,The Eastside Assassin,"5' 6""",170 lbs.,--,Orthodox,5,2,0
484,Kevin,Burns,The Fire,"5' 10""",170 lbs.,"74.0""",Orthodox,12,7,0
485,Gilbert,Burns,Durinho,"5' 10""",170 lbs.,"71.0""",Orthodox,22,6,0
486,Josh,Burns,The Hammer,"6' 1""",244 lbs.,--,,8,10,0
487,Herbert,Burns,The Blaze,"5' 9""",145 lbs.,"73.0""",Orthodox,11,4,0
488,Derrick,Burnsed,,--,155 lbs.,--,,1,0,3
489,Nah-Shon,Burrell,The Rock n Rolla,"5' 11""",170 lbs.,--,Orthodox,15,7,0
490,Martin,Buschkamp,,"5' 9""",145 lbs.,--,Orthodox,9,0,0
491,George,Bush,,"6' 1""",205 lbs.,--,,5,2,0
492,Bubba,Bush,The Fightin' Texas Aggie,"6' 0""",185 lbs.,--,Orthodox,8,3,0
493,Dakota,Bush,,"5' 10""",155 lbs.,"73.0""",Orthodox,8,4,0
494,Murilo,Bustamante,,"6' 2""",183 lbs.,--,Orthodox,15,8,1
495,Nick,Bustamante,,"5' 9""",170 lbs.,--,,5,3,0
496,Eduardo,Bustillos,,"5' 8""",135 lbs.,--,,5,3,0
497,Jason,Butcher,,"6' 3""",185 lbs.,--,,10,2,0
498,Todd,Butler,,"6' 1""",200 lbs.,--,Southpaw,1,4,0
499,Goldman,Butler,,--,--,--,,1,4,0
500,Ian,Butler,,"5' 8""",155 lbs.,--,,3,3,0
501,Raphael,Butler,The Silencer,"6' 3""",261 lbs.,--,,9,2,1
502,Jesse,Butler,,"5' 10""",155 lbs.,"73.0""",Orthodox,12,5,0
503,JP,Buys,Young Savage,"5' 5""",125 lbs.,"67.0""",Orthodox,9,5,0
504,Dennis,Buzukja,The Great,"5' 9""",145 lbs.,"70.0""",Switch,8,2,0
505,Charles,Byrd,Kid Dynamite,"5' 10""",185 lbs.,"73.0""",Orthodox,10,7,0
506,Steve,Byrnes,The Sergeant,"6' 0""",170 lbs.,--,Orthodox,6,1,0
507,Michael,Byrnes,,"5' 11""",155 lbs.,--,,5,3,0
508,Yan,Cabral,,"5' 11""",155 lbs.,"73.0""",Orthodox,13,3,0
509,Alvin,Cacdac,,"5' 6""",125 lbs.,--,Orthodox,18,13,0
510,Alex,Caceres,Bruce Leeroy,"5' 10""",145 lbs.,"73.0""",Southpaw,21,13,0
511,Vince,Cachero,The Anomaly,"5' 6""",145 lbs.,"68.0""",Orthodox,7,4,0
512,Priscila,Cachoeira,Zombie Girl,"5' 7""",125 lbs.,"65.0""",Orthodox,12,4,0
513,Travis,Calanoc,The Dark Knight,"5' 8""",145 lbs.,--,Orthodox,5,1,0
514,Ricky,Calatayud,,"5' 9""",125 lbs.,--,,16,2,0
515,Darrion,Caldwell,The Wolf,"5' 10""",135 lbs.,--,,10,1,0
516,Taylor,Callens,,"5' 10""",155 lbs.,--,,6,0,0
517,Cynthia,Calvillo,,"5' 4""",125 lbs.,"64.0""",Orthodox,9,6,1
518,Joe,Camacho,,"5' 9""",155 lbs.,--,Orthodox,13,19,3
519,Frank,Camacho,The Crank,"5' 10""",155 lbs.,"73.0""",Orthodox,22,10,0
520,Fabricio,Camoes,Morango,"5' 10""",155 lbs.,"71.0""",Orthodox,14,9,1
521,Chris,Camozzi,,"6' 2""",185 lbs.,"75.0""",Orthodox,24,13,0
522,Brian,Camozzi,Mantis,"6' 2""",170 lbs.,"78.0""",Orthodox,7,5,0
523,Ricky,Camp,2 Slick,"5' 7""",135 lbs.,--,,11,4,0
524,Mike,Campbell,The Beast,"5' 9""",155 lbs.,--,Southpaw,13,4,0
525,Thomas,Campbell,,--,--,--,,3,3,0
526,Shane,Campbell,Shaolin,"6' 0""",155 lbs.,"71.0""",Orthodox,14,6,0
527,Charlie,Campbell,The Cannibal,"6' 0""",155 lbs.,--,Orthodox,6,2,0
528,John,Campetella,,"5' 9""",235 lbs.,--,Orthodox,0,1,0
529,Wagner,Campos,Galeto,"5' 6""",145 lbs.,--,Southpaw,12,10,0
530,Derek,Campos,The Stallion,"5' 9""",155 lbs.,--,,19,6,0
531,Will,Campuzano,,"5' 9""",125 lbs.,"70.0""",Orthodox,14,6,0
532,Aleksa,Camur,,"6' 1""",205 lbs.,"74.0""",Orthodox,6,2,0
533,Chico,Camus,The King,"5' 6""",125 lbs.,"66.0""",Orthodox,17,7,0
534,Asbel,Cancio,,"5' 10""",225 lbs.,--,,0,1,0
535,Carlos,Candelario,The Cannon,"5' 8""",125 lbs.,"68.0""",Southpaw,8,3,0
536,Ronaldo,Candido,Pacman,"5' 6""",125 lbs.,--,Southpaw,6,0,0
537,Luiz,Cane,Banha,"6' 2""",185 lbs.,"77.0""",Southpaw,17,7,0
538,Guido,Cannetti,Ninja,"5' 6""",135 lbs.,"68.0""",Southpaw,10,8,0
539,Jared,Cannonier,The Killa Gorilla,"5' 11""",185 lbs.,"77.0""",Switch,16,6,0
540,Jose,Canseco,,"6' 4""",240 lbs.,--,Orthodox,0,1,0
541,Cody,Canterbury,,"5' 8""",155 lbs.,--,,1,10,0
542,Bo,Cantrell,Redrum,"6' 2""",235 lbs.,--,Orthodox,10,10,0
543,Steve,Cantwell,The Robot,"6' 2""",185 lbs.,"75.0""",Orthodox,7,6,0
544,Paul,Capaldo,,"5' 7""",135 lbs.,--,,6,0,0
545,Phil,Caracappa,The Hitman,"5' 8""",135 lbs.,"70.0""",Orthodox,6,1,0
546,Frank,Caracci,,--,--,--,,2,3,0
547,Gina,Carano,Conviction,"5' 8""",145 lbs.,--,Orthodox,7,1,0
548,Dos,Caras Jr.,,"6' 4""",225 lbs.,--,Orthodox,9,5,0
549,Bryan,Caraway,Kid Lightning,"5' 8""",135 lbs.,"68.0""",Orthodox,21,9,0
550,Remo,Cardarelli,,--,135 lbs.,--,,7,5,0
551,Phil,Cardella,,"5' 11""",155 lbs.,--,,8,5,0
552,Edgar,Cardenas,Kitty Katt,--,145 lbs.,--,,4,1,0
553,Chris,Cariaso,Kamikaze,"5' 3""",125 lbs.,"64.0""",Southpaw,17,8,0
554,Ronald,Carillo,,--,125 lbs.,--,,4,2,0
555,Rafael,Carino,,"6' 8""",245 lbs.,--,Orthodox,2,1,1
556,Don,Carlo-Clauss,,--,170 lbs.,--,,10,7,0
557,Antonio,Carlos Junior,Cara de Sapato,"6' 2""",185 lbs.,"79.0""",Orthodox,11,5,0
558,Spike,Carlyle,Alpha Ginger,"5' 8""",145 lbs.,"71.0""",Switch,9,3,0
559,Francis,Carmont,Limitless,"6' 3""",205 lbs.,"78.0""",Orthodox,25,12,0
560,Liz,Carmouche,Girlrilla,"5' 6""",125 lbs.,"66.0""",Orthodox,13,7,0
561,Roan,Carneiro,Jucao,"5' 11""",170 lbs.,"76.0""",Orthodox,21,11,0
562,Ariane,Carnelossi,Sorriso,"5' 2""",115 lbs.,"61.0""",Orthodox,14,3,0
563,Luana,Carolina,Dread,"5' 6""",125 lbs.,"69.0""",Orthodox,8,4,0
564,Tim,Caron,The Bear,"6' 1""",185 lbs.,--,Orthodox,7,1,0
565,Clayton,Carpenter,,"5' 6""",125 lbs.,"66.0""",Orthodox,7,0,0
566,Gabriel,Carrasco,,"5' 6""",135 lbs.,--,,7,0,0
567,Cody,Carrillo,,"5' 10""",155 lbs.,--,,11,16,0
568,Cain,Carrizosa,The Insane,"5' 8""",155 lbs.,--,Orthodox,10,3,0
569,Roger,Carroll,The Leprechaun,"5' 10""",170 lbs.,--,,16,14,0
570,Jonny,Carson,,"5' 10""",155 lbs.,--,,11,7,0
571,Scott,Carson,,"6' 2""",215 lbs.,--,,4,2,0
572,Shonie,Carter,Mr. International,"5' 10""",170 lbs.,--,Southpaw,51,31,7
573,Jack,Cartwright,,"5' 9""",135 lbs.,"68.0""",Orthodox,10,1,0
574,Bruno,Carvalho,,"5' 8""",154 lbs.,--,,10,5,0
575,Antonio,Carvalho,Pato,"5' 9""",145 lbs.,"70.0""",Orthodox,15,6,0
576,Rafael,Carvalho,,"6' 3""",185 lbs.,--,,14,1,0
577,Shane,Carwin,The Engineer,"6' 2""",265 lbs.,"80.0""",Orthodox,12,2,0
578,Johnny,Case,Hollywood,"5' 10""",155 lbs.,"72.0""",Orthodox,22,6,0
579,Kevin,Casey,King,"5' 11""",185 lbs.,"77.0""",Southpaw,9,5,2
580,Cortney,Casey,Cast Iron,"5' 7""",125 lbs.,"67.0""",Orthodox,10,10,0
581,Brandon,Cash,Money,"6' 5""",255 lbs.,--,Orthodox,10,4,0
582,Bendy,Casimir,,"5' 5""",145 lbs.,--,Southpaw,20,14,2
583,Dwayne,Cason,,"5' 10""",212 lbs.,--,Orthodox,1,1,0
584,Joe,Cason,,"6' 3""",205 lbs.,--,,9,1,0
585,John,Castaneda,Sexy Mexi,"5' 6""",135 lbs.,"71.0""",Switch,20,6,0
586,Eric,Castile,,"5' 8""",145 lbs.,--,,3,2,0
587,Gil,Castillo,,"5' 9""",170 lbs.,--,Southpaw,8,5,0
588,Danny,Castillo,Last Call,"5' 9""",155 lbs.,"71.0""",Orthodox,17,10,0
589,Raul,Castillo,,"5' 11""",185 lbs.,--,Orthodox,7,1,0
590,Jenna,Castillo,,"5' 2""",125 lbs.,--,,1,0,0
591,Tim,Catalfo,Obake,"5' 11""",235 lbs.,--,Orthodox,4,2,0
592,Nick,Catone,The Jersey Devil,"6' 0""",185 lbs.,"72.0""",Southpaw,10,4,0
593,Luke,Caudillo,Lil' Hulk,"5' 7""",155 lbs.,--,Orthodox,17,17,0
594,Gesias,Cavalcante,JZ,"5' 8""",155 lbs.,"71.0""",Orthodox,21,10,1
595,Rafael,Cavalcante,Feijao,"6' 1""",205 lbs.,"74.0""",Orthodox,12,7,0
596,Magnus,Cedenblad,Jycken,"6' 5""",185 lbs.,"79.0""",Orthodox,14,5,0
597,Yosdenis,Cedeno,Pink Panther,"5' 8""",155 lbs.,"69.0""",Orthodox,10,6,1
598,Henry,Cejudo,Triple C,"5' 4""",135 lbs.,"64.0""",Orthodox,16,3,0
599,Adam,Cella,El Naturel,"6' 2""",170 lbs.,--,,6,8,0
600,Vinicius,Cenci,Chambinho,"6' 1""",155 lbs.,"74.0""",Orthodox,7,2,0
601,Donald,Cerrone,Cowboy,"6' 1""",155 lbs.,"73.0""",Orthodox,36,17,0
602,Jared,Chaffee,,"5' 10""",155 lbs.,--,,5,2,0
603,Luan,Chagas,Tarzan,"6' 0""",170 lbs.,"75.0""",Orthodox,15,3,1
604,Edgar,Chairez,Pitbull,"5' 7""",125 lbs.,--,Orthodox,8,4,0
605,Ansar,Chalangov,,"5' 9""",170 lbs.,--,Orthodox,14,5,0
606,Alex,Chambers,Astro Girl,"5' 3""",115 lbs.,"63.0""",Southpaw,5,5,0
607,Michael,Chandler,Iron,"5' 8""",155 lbs.,"71.0""",Orthodox,23,8,0
608,Chelsea,Chandler,,"5' 8""",145 lbs.,"68.0""",Southpaw,5,1,0
609,Donnie,Chappell,,"5' 11""",178 lbs.,--,Southpaw,0,1,0
610,Joe,Charles,The Ghetto Man,"6' 1""",260 lbs.,--,Southpaw,6,13,0
611,Dan,Charles,The Man,"6' 2""",228 lbs.,--,,10,6,1
612,Ernest,Chavez,EJ,"5' 8""",145 lbs.,"70.0""",Orthodox,10,2,0
613,Emilio,Chavez,,"5' 9""",145 lbs.,--,,12,9,0
614,Danny,Chavez,The Colombian Warrior,"5' 8""",145 lbs.,"67.0""",Orthodox,11,5,1
615,Gabriel,Checco,Zangief,"6' 1""",185 lbs.,--,Switch,10,2,0
616,Albert,Cheng,,"5' 11""",170 lbs.,--,Orthodox,7,4,0
617,Fabio,Cherant,Water Buffalo,"6' 1""",205 lbs.,"74.0""",Southpaw,7,4,0
618,Ion,Cherdivara,,--,205 lbs.,--,,1,1,0
619,Mark,Cherico,The Pride of Bloomfield,"5' 7""",145 lbs.,"69.0""",Orthodox,11,1,0
620,Macy,Chiasson,,"5' 11""",135 lbs.,"72.0""",Orthodox,9,3,0
621,Michael,Chiesa,Maverick,"6' 1""",170 lbs.,"75.0""",Southpaw,18,6,0
622,Giga,Chikadze,Ninja,"6' 0""",145 lbs.,"74.0""",Orthodox,14,3,0
623,Khamzat,Chimaev,Borz,"6' 2""",170 lbs.,"75.0""",Orthodox,12,0,0
624,Sako,Chivitchian,,"5' 11""",155 lbs.,--,,8,1,0
625,Mu Bae,Choi,,"6' 2""",230 lbs.,--,Orthodox,12,6,0
626,Hong Man,Choi,Techno Goliath,"7' 2""",330 lbs.,--,Orthodox,4,5,0
627,Dooho,Choi,The Korean Superboy,"5' 10""",145 lbs.,"70.0""",Orthodox,14,4,1
628,SeungWoo,Choi,Sting,"6' 0""",145 lbs.,"74.0""",Orthodox,10,6,0
629,SeungGuk,Choi,,"5' 6""",125 lbs.,"64.0""",Orthodox,7,2,0
630,John,Cholish,,"5' 11""",155 lbs.,"74.0""",Orthodox,8,3,0
