,First Name,Last Name,Nickname,Height,Weight,Reach,Stance,Wins,Losses,Draws
381,Kevin,Borjas,El Gallo Negro,,56.7,,,8,1,0
382,Calen,Born,,172.0,77.1,182.0,Switch,7,1,0
383,Caio,Borralho,The Natural,177.0,83.9,190.0,Southpaw,14,1,0
384,Zachary,Borrego,The Dragon,187.0,83.9,198.0,Switch,3,1,0
385,Viacheslav,Borshchev,Slava Claus,180.0,70.3,175.0,Orthodox,7,3,0
386,Tanner,Boser,The Bulldozer,187.0,93.0,190.0,Orthodox,20,10,1
387,Steve,Bosse,The Boss,180.0,93.0,182.0,Orthodox,12,2,0
388,Marcus,Bossett,The Grasshopper,185.0,97.5,,Orthodox,1,3,0
390,Poliana,Botelho,,172.0,56.7,170.0,Orthodox,8,5,0
391,Francois,Botha,White Buffalo,187.0,117.9,,Orthodox,0,1,0
392,Gregory,Bouchelaghem,,187.0,83.0,,Switch,5,4,0
393,Roy,Boughton,Black Dynamite,182.0,93.0,,,14,8,0
394,Rich,Bouphanouvong,,170.0,77.1,,,1,4,0
395,Mike,Bourke,The Rhino,182.0,124.7,,Orthodox,10,16,1
396,Jess,Bouscal,,,70.3,,,3,2,0
397,Tai,Bowden,,180.0,104.3,,,1,1,0
398,Melton,Bowen,The Punisher,182.0,102.1,,Orthodox,0,1,0
399,Kyron,Bowen,Bullseye,190.0,83.9,185.0,Orthodox,9,5,0
400,Brian,Bowles,,170.0,61.2,177.0,Orthodox,10,3,0
401,Roger,Bowling,Relentless,175.0,70.3,172.0,Orthodox,12,6,0
402,Blake,Bowman,,187.0,77.1,,,2,6,0
403,Ashe,Bowman,The Archer,175.0,70.3,,,9,11,0
404,Anvar,Boynazarov,The Uzbek,175.0,65.8,,Orthodox,3,1,0
405,Colley,Bradford,,170.0,65.8,,,0,1,0
406,Kyle,Bradley,,175.0,70.3,180.0,Orthodox,19,12,0
407,Paul,Bradley,The Gentleman,175.0,77.1,,Orthodox,23,8,0
408,Sean,Brady,,177.0,77.1,182.0,Orthodox,15,1,0
409,Ebenezer Fontes,Braga,Pitbull,182.0,90.3,,Orthodox,13,7,2
410,Ramiz,Brahimaj,,177.0,77.1,182.0,Orthodox,10,4,0
411,Joe,Brammer,The South Side Strangler,172.0,70.3,,Orthodox,7,3,1
412,David,Branch,,185.0,83.9,198.0,Orthodox,22,6,0
413,Diego,Brandao,DB,170.0,65.8,162.0,Orthodox,22,11,0
414,Bruna,Brasil,,167.0,52.2,165.0,Orthodox,8,3,1
415,Michael,Bravo,,,70.3,,,7,4,0
416,Martin,Bravo,El Toro,172.0,65.8,180.0,Southpaw,11,3,0
417,Roman,Bravo-Young,,,93.0,,,0,1,0
418,Mike,Breeden,Money,177.0,70.3,177.0,Orthodox,10,5,0
419,Tom,Breese,,190.0,83.9,185.0,Southpaw,12,3,0
420,Elves,Brener,,177.0,70.3,182.0,Orthodox,14,3,0
421,Chris,Brennan,The Westside Strangler,172.0,77.1,,Orthodox,21,13,1
422,Charlie,Brenneman,The Spaniard,177.0,70.3,177.0,Orthodox,19,8,0
423,Robert,Breslin,The Bullet,180.0,70.3,,,3,9,0
424,Mack,Brewer,,,93.0,,,0,1,0
425,Marcos,Brigagao,Ironside,190.0,93.0,193.0,Southpaw,11,1,0
426,Jason,Brilz,Hitman,180.0,93.0,180.0,Orthodox,22,6,1
427,Marcus,Brimage,The Bama Beast,162.0,61.2,180.0,Southpaw,7,7,0
428,Aaron,Brink,,190.0,93.0,,Orthodox,26,26,0
429,Henry,Briones,Bure,172.0,61.2,175.0,Orthodox,16,8,1
430,Marcelo,Brito,Jungle Boy,185.0,77.1,,Orthodox,13,8,0
431,Joanderson,Brito,Tubarao,172.0,65.8,182.0,Orthodox,14,3,1
432,Kaik,Brito,,,70.3,,,16,4,0
433,Antwain,Britt,The Juggernaut,185.0,93.0,195.0,,11,6,0
435,Mike,Bronzoulis,The Greek,182.0,70.3,,,18,9,1
436,Jonathan,Brookins,,182.0,65.8,187.0,Southpaw,16,10,0
437,Will,Brooks,Ill,177.0,70.3,182.0,Orthodox,18,4,0
438,Jarred,Brooks,The Monkey God,160.0,56.7,157.0,Switch,13,2,0
439,Rob,Broughton,The Bear,187.0,120.2,187.0,Orthodox,16,7,1
440,Lee,Brousseau,Manimal,185.0,93.0,,,5,3,0
441,Matt,Brown,The Immortal,182.0,77.1,190.0,Orthodox,26,19,0
442,Mike,Brown,,167.0,65.8,177.0,Orthodox,26,9,0
443,Dominic,Brown,,180.0,86.2,,,16,23,0
444,Todd,Brown,Bulldog,180.0,93.0,,Orthodox,16,4,0
445,Terrell,Brown,,,83.9,,,3,1,0
446,Chris,Brown,,,77.1,,,10,1,0
447,Frederick,Brown,,182.0,106.6,,,3,2,0
448,Randy,Brown,Rudeboy,190.0,77.1,198.0,Orthodox,16,5,0
449,Damien,Brown,Beatdown,177.0,70.3,172.0,Orthodox,17,12,0
450,TJ,Brown,Downtown,175.0,65.8,182.0,Switch,17,10,0
451,Humberto,Brown Morrison,,177.0,65.8,,,4,6,0
452,Travis,Browne,Hapa,198.0,115.7,200.0,Orthodox,18,7,1
453,Junie,Browning,,175.0,70.3,,Orthodox,5,6,0
454,Jules,Bruchez,,182.0,93.0,,Southpaw,1,2,0
455,Justin,Bruckmann,Loaf,175.0,77.1,,Orthodox,7,3,0
456,Stephanie,Bruna,Rondinha,,52.2,,,5,1,0
457,Cody,Brundage,,182.0,83.9,182.0,Orthodox,8,4,0
458,Steve,Bruno,Hollywood,177.0,77.1,,Orthodox,15,6,0
459,Fernando,Bruno,Acougueiro,167.0,65.8,,,15,4,0
460,Derek,Brunson,The One,185.0,83.9,195.0,Southpaw,23,9,0
461,Josh,Bryant,The Beast,177.0,83.9,,Orthodox,15,4,0
462,Dennis,Bryant,The Beard,182.0,93.0,,Orthodox,5,2,0
463,Lukasz,Brzeski,The Bull,193.0,107.0,198.0,Orthodox,8,3,1
464,Justin,Buchholz,,182.0,70.3,185.0,Orthodox,15,10,0
465,Zak,Bucia,,177.0,77.1,,,17,8,0
466,Courtney,Buck,,177.0,61.2,,Orthodox,12,11,0
467,Joaquin,Buckley,New Mansa,177.0,77.1,193.0,Southpaw,16,6,0
468,Martin,Buday,Badys,193.0,120.2,195.0,Orthodox,12,1,0
469,Julia,Budd,,170.0,65.8,170.0,,10,2,0
470,Mike,Budnik,,175.0,65.8,172.0,Orthodox,13,4,0
471,Francisco,Bueno,,175.0,102.1,,Orthodox,5,2,0
472,Mayra,Bueno Silva,Sheetara,167.0,61.2,167.0,Orthodox,10,2,1
473,Paul,Buentello,The Headhunter,187.0,111.1,195.0,Orthodox,35,17,0
474,Modestas,Bukauskas,The Baltic Gladiator,190.0,93.0,198.0,Switch,14,5,0
475,Lee Kwan,Bum,,187.0,129.7,,Orthodox,0,1,0
476,Josh,Bumgarner,,185.0,77.1,,,6,4,0
477,Shawn,Bunch,Bunch the Great,165.0,61.2,,,7,3,0
478,Felipe,Bunes,Felipinho,170.0,56.7,175.0,Orthodox,13,6,0
479,Shane,Burgos,Hurricane,180.0,65.8,190.0,Orthodox,15,3,0
480,Joshua,Burkman,The People's Warrior,177.0,77.1,182.0,Orthodox,28,16,0
481,Justin,Burlinson,,185.0,77.1,187.0,Switch,6,1,0
482,Mads,Burnell,,172.0,65.8,175.0,Orthodox,9,3,0
483,Mikey,Burnett,The Eastside Assassin,167.0,77.1,,Orthodox,5,2,0
484,Kevin,Burns,The Fire,177.0,77.1,187.0,Orthodox,12,7,0
485,Gilbert,Burns,Durinho,177.0,77.1,180.0,Orthodox,22,6,0
486,Josh,Burns,The Hammer,185.0,110.7,,,8,10,0
487,Herbert,Burns,The Blaze,175.0,65.8,185.0,Orthodox,11,4,0
488,Derrick,Burnsed,,,70.3,,,1,0,3
489,Nah-Shon,Burrell,The Rock n Rolla,180.0,77.1,,Orthodox,15,7,0
490,Martin,Buschkamp,,175.0,65.8,,Orthodox,9,0,0
491,George,Bush,,185.0,93.0,,,5,2,0
492,Bubba,Bush,The Fightin' Texas Aggie,182.0,83.9,,Orthodox,8,3,0
493,Dakota,Bush,,177.0,70.3,185.0,Orthodox,8,4,0
494,Murilo,Bustamante,,187.0,83.0,,Orthodox,15,8,1
495,Nick,Bustamante,,175.0,77.1,,,5,3,0
496,Eduardo,Bustillos,,172.0,61.2,,,5,3,0
497,Jason,Butcher,,190.0,83.9,,,10,2,0
498,Todd,Butler,,185.0,90.7,,Southpaw,1,4,0
500,Ian,Butler,,172.0,70.3,,,3,3,0
501,Raphael,Butler,The Silencer,190.0,118.4,,,9,2,1
502,Jesse,Butler,,177.0,70.3,185.0,Orthodox,12,5,0
503,JP,Buys,Young Savage,165.0,56.7,170.0,Orthodox,9,5,0
504,Dennis,Buzukja,The Great,175.0,65.8,177.0,Switch,8,2,0
505,Charles,Byrd,Kid Dynamite,177.0,83.9,185.0,Orthodox,10,7,0
506,Steve,Byrnes,The Sergeant,182.0,77.1,,Orthodox,6,1,0
507,Michael,Byrnes,,180.0,70.3,,,5,3,0
508,Yan,Cabral,,180.0,70.3,185.0,Orthodox,13,3,0
509,Alvin,Cacdac,,167.0,56.7,,Orthodox,18,13,0
510,Alex,Caceres,Bruce Leeroy,177.0,65.8,185.0,Southpaw,21,13,0
511,Vince,Cachero,The Anomaly,167.0,65.8,172.0,Orthodox,7,4,0
512,Priscila,Cachoeira,Zombie Girl,170.0,56.7,165.0,Orthodox,12,4,0
513,Travis,Calanoc,The Dark Knight,172.0,65.8,,Orthodox,5,1,0
514,Ricky,Calatayud,,175.0,56.7,,,16,2,0
515,Darrion,Caldwell,The Wolf,177.0,61.2,,,10,1,0
516,Taylor,Callens,,177.0,70.3,,,6,0,0
517,Cynthia,Calvillo,,162.0,56.7,162.0,Orthodox,9,6,1
518,Joe,Camacho,,175.0,70.3,,Orthodox,13,19,3
519,Frank,Camacho,The Crank,177.0,70.3,185.0,Orthodox,22,10,0
520,Fabricio,Camoes,Morango,177.0,70.3,180.0,Orthodox,14,9,1
521,Chris,Camozzi,,187.0,83.9,190.0,Orthodox,24,13,0
522,Brian,Camozzi,Mantis,187.0,77.1,198.0,Orthodox,7,5,0
523,Ricky,Camp,2 Slick,170.0,61.2,,,11,4,0
524,Mike,Campbell,The Beast,175.0,70.3,,Southpaw,13,4,0
526,Shane,Campbell,Shaolin,182.0,70.3,180.0,Orthodox,14,6,0
527,Charlie,Campbell,The Cannibal,182.0,70.3,,Orthodox,6,2,0
528,John,Campetella,,175.0,106.6,,Orthodox,0,1,0
529,Wagner,Campos,Galeto,167.0,65.8,,Southpaw,12,10,0
530,Derek,Campos,The Stallion,175.0,70.3,,,19,6,0
531,Will,Campuzano,,175.0,56.7,177.0,Orthodox,14,6,0
532,Aleksa,Camur,,185.0,93.0,187.0,Orthodox,6,2,0
533,Chico,Camus,The King,167.0,56.7,167.0,Orthodox,17,7,0
534,Asbel,Cancio,,177.0,102.1,,,0,1,0
535,Carlos,Candelario,The Cannon,172.0,56.7,172.0,Southpaw,8,3,0
536,Ronaldo,Candido,Pacman,167.0,56.7,,Southpaw,6,0,0
537,Luiz,Cane,Banha,187.0,83.9,195.0,Southpaw,17,7,0
538,Guido,Cannetti,Ninja,167.0,61.2,172.0,Southpaw,10,8,0
539,Jared,Cannonier,The Killa Gorilla,180.0,83.9,195.0,Switch,16,6,0
540,Jose,Canseco,,193.0,108.9,,Orthodox,0,1,0
541,Cody,Canterbury,,172.0,70.3,,,1,10,0
542,Bo,Cantrell,Redrum,187.0,106.6,,Orthodox,10,10,0
543,Steve,Cantwell,The Robot,187.0,83.9,190.0,Orthodox,7,6,0
544,Paul,Capaldo,,170.0,61.2,,,6,0,0
545,Phil,Caracappa,The Hitman,172.0,61.2,177.0,Orthodox,6,1,0
547,Gina,Carano,Conviction,172.0,65.8,,Orthodox,7,1,0
548,Dos,Caras Jr.,,193.0,102.1,,Orthodox,9,5,0
549,Bryan,Caraway,Kid Lightning,172.0,61.2,172.0,Orthodox,21,9,0
550,Remo,Cardarelli,,,61.2,,,7,5,0
551,Phil,Cardella,,180.0,70.3,,,8,5,0
552,Edgar,Cardenas,Kitty Katt,,65.8,,,4,1,0
553,Chris,Cariaso,Kamikaze,160.0,56.7,162.0,Southpaw,17,8,0
554,Ronald,Carillo,,,56.7,,,4,2,0
555,Rafael,Carino,,203.0,111.1,,Orthodox,2,1,1
556,Don,Carlo-Clauss,,,77.1,,,10,7,0
557,Antonio,Carlos Junior,Cara de Sapato,187.0,83.9,200.0,Orthodox,11,5,0
558,Spike,Carlyle,Alpha Ginger,172.0,65.8,180.0,Switch,9,3,0
559,Francis,Carmont,Limitless,190.0,93.0,198.0,Orthodox,25,12,0
560,Liz,Carmouche,Girlrilla,167.0,56.7,167.0,Orthodox,13,7,0
561,Roan,Carneiro,Jucao,180.0,77.1,193.0,Orthodox,21,11,0
562,Ariane,Carnelossi,Sorriso,157.0,52.2,154.0,Orthodox,14,3,0
563,Luana,Carolina,Dread,167.0,56.7,175.0,Orthodox,8,4,0
564,Tim,Caron,The Bear,185.0,83.9,,Orthodox,7,1,0
565,Clayton,Carpenter,,167.0,56.7,167.0,Orthodox,7,0,0
566,Gabriel,Carrasco,,167.0,61.2,,,7,0,0
567,Cody,Carrillo,,177.0,70.3,,,11,16,0
568,Cain,Carrizosa,The Insane,172.0,70.3,,Orthodox,10,3,0
569,Roger,Carroll,The Leprechaun,177.0,77.1,,,16,14,0
570,Jonny,Carson,,177.0,70.3,,,11,7,0
571,Scott,Carson,,187.0,97.5,,,4,2,0
572,Shonie,Carter,Mr. International,177.0,77.1,,Southpaw,51,31,7
573,Jack,Cartwright,,175.0,61.2,172.0,Orthodox,10,1,0
574,Bruno,Carvalho,,172.0,69.9,,,10,5,0
575,Antonio,Carvalho,Pato,175.0,65.8,177.0,Orthodox,15,6,0
576,Rafael,Carvalho,,190.0,83.9,,,14,1,0
577,Shane,Carwin,The Engineer,187.0,120.2,203.0,Orthodox,12,2,0
578,Johnny,Case,Hollywood,177.0,70.3,182.0,Orthodox,22,6,0
579,Kevin,Casey,King,180.0,83.9,195.0,Southpaw,9,5,2
580,Cortney,Casey,Cast Iron,170.0,56.7,170.0,Orthodox,10,10,0
581,Brandon,Cash,Money,195.0,115.7,,Orthodox,10,4,0
582,Bendy,Casimir,,165.0,65.8,,Southpaw,20,14,2
583,Dwayne,Cason,,177.0,96.2,,Orthodox,1,1,0
584,Joe,Cason,,190.0,93.0,,,9,1,0
585,John,Castaneda,Sexy Mexi,167.0,61.2,180.0,Switch,20,6,0
586,Eric,Castile,,172.0,65.8,,,3,2,0
587,Gil,Castillo,,175.0,77.1,,Southpaw,8,5,0
588,Danny,Castillo,Last Call,175.0,70.3,180.0,Orthodox,17,10,0
589,Raul,Castillo,,180.0,83.9,,Orthodox,7,1,0
590,Jenna,Castillo,,157.0,56.7,,,1,0,0
591,Tim,Catalfo,Obake,180.0,106.6,,Orthodox,4,2,0
592,Nick,Catone,The Jersey Devil,182.0,83.9,182.0,Southpaw,10,4,0
593,Luke,Caudillo,Lil' Hulk,170.0,70.3,,Orthodox,17,17,0
594,Gesias,Cavalcante,JZ,172.0,70.3,180.0,Orthodox,21,10,1
595,Rafael,Cavalcante,Feijao,185.0,93.0,187.0,Orthodox,12,7,0
596,Magnus,Cedenblad,Jycken,195.0,83.9,200.0,Orthodox,14,5,0
597,Yosdenis,Cedeno,Pink Panther,172.0,70.3,175.0,Orthodox,10,6,1
598,Henry,Cejudo,Triple C,162.0,61.2,162.0,Orthodox,16,3,0
599,Adam,Cella,El Naturel,187.0,77.1,,,6,8,0
600,Vinicius,Cenci,Chambinho,185.0,70.3,187.0,Orthodox,7,2,0
601,Donald,Cerrone,Cowboy,185.0,70.3,185.0,Orthodox,36,17,0
602,Jared,Chaffee,,177.0,70.3,,,5,2,0
603,Luan,Chagas,Tarzan,182.0,77.1,190.0,Orthodox,15,3,1
604,Edgar,Chairez,Pitbull,170.0,56.7,,Orthodox,8,4,0
605,Ansar,Chalangov,,175.0,77.1,,Orthodox,14,5,0
606,Alex,Chambers,Astro Girl,160.0,52.2,160.0,Southpaw,5,5,0
607,Michael,Chandler,Iron,172.0,70.3,180.0,Orthodox,23,8,0
608,Chelsea,Chandler,,172.0,65.8,172.0,Southpaw,5,1,0
609,Donnie,Chappell,,180.0,80.7,,Southpaw,0,1,0
610,Joe,Charles,The Ghetto Man,185.0,117.9,,Southpaw,6,13,0
611,Dan,Charles,The Man,187.0,103.4,,,10,6,1
612,Ernest,Chavez,EJ,172.0,65.8,177.0,Orthodox,10,2,0
613,Emilio,Chavez,,175.0,65.8,,,12,9,0
614,Danny,Chavez,The Colombian Warrior,172.0,65.8,170.0,Orthodox,11,5,1
615,Gabriel,Checco,Zangief,185.0,83.9,,Switch,10,2,0
616,Albert,Cheng,,180.0,77.1,,Orthodox,7,4,0
617,Fabio,Cherant,Water Buffalo,185.0,93.0,187.0,Southpaw,7,4,0
618,Ion,Cherdivara,,,93.0,,,1,1,0
619,Mark,Cherico,The Pride of Bloomfield,170.0,65.8,175.0,Orthodox,11,1,0
620,Macy,Chiasson,,180.0,61.2,182.0,Orthodox,9,3,0
621,Michael,Chiesa,Maverick,185.0,77.1,190.0,Southpaw,18,6,0
622,Giga,Chikadze,Ninja,182.0,65.8,187.0,Orthodox,14,3,0
623,Khamzat,Chimaev,Borz,187.0,77.1,190.0,Orthodox,12,0,0
624,Sako,Chivitchian,,180.0,70.3,,,8,1,0
625,Mu Bae,Choi,,187.0,104.3,,Orthodox,12,6,0
626,Hong Man,Choi,Techno Goliath,218.0,149.7,,Orthodox,4,5,0
627,Dooho,Choi,The Korean Superboy,177.0,65.8,177.0,Orthodox,14,4,1
628,SeungWoo,Choi,Sting,182.0,65.8,187.0,Orthodox,10,6,0
629,SeungGuk,Choi,,167.0,56.7,162.0,Orthodox,7,2,0
630,John,Cholish,,180.0,70.3,187.0,Orthodox,8,3,0
631,Ryo,Chonan,Piranah,175.0,77.1,177.0,Orthodox,22,13,0
632,Katlyn,Chookagian,Blonde Fighter,175.0,56.7,172.0,Orthodox,18,5,0
633,Will,Chope,The Kill,193.0,65.8,,Switch,34,13,0
634,Joachim,Christensen,,190.0,93.0,193.0,Orthodox,14,6,0
635,Dan,Christison,The Sandman,203.0,120.2,,Orthodox,20,7,0
636,Anthony,Christodoulou,,175.0,70.3,,Orthodox,12,7,0
637,Murad,Chunkaiev,,180.0,83.9,,Orthodox,8,4,0
638,Cameron,Church,,180.0,70.3,182.0,Orthodox,4,1,0
639,Steven,Ciaccio,Stryker,182.0,77.1,,,4,4,0
640,Mike,Ciesnolevicz,,182.0,106.6,,Orthodox,19,4,0
641,Hannah,Cifers,Shockwave,154.0,52.2,157.0,Orthodox,10,7,0
642,Branko,Cikatic,,185.0,97.5,,Orthodox,0,2,0
644,Misha,Cirkunov,,190.0,93.0,195.0,Orthodox,15,9,0
645,Johnny,Cisneros,The Tattooed Terror,180.0,77.1,,,9,6,0
646,Laverne,Clark,,180.0,77.1,,Orthodox,27,21,1
647,Logan,Clark,,187.0,83.9,,Orthodox,18,6,0
648,Mychal,Clark,,190.0,101.6,,Orthodox,10,14,0
649,Dominic,Clark,,177.0,70.3,,,10,7,0
650,Heather,Clark,Hurricane,167.0,52.2,162.0,Orthodox,7,6,0
651,Devin,Clark,Brown Bear,182.0,93.0,190.0,Orthodox,14,8,0
652,Jessica-Rose,Clark,,165.0,61.2,162.0,Orthodox,11,9,0
653,John,Clarke,,,77.1,,,1,1,0
654,Mitch,Clarke,Danger Zone,177.0,70.3,185.0,Orthodox,11,5,0
655,Rich,Clementi,No Love,175.0,70.3,182.0,Southpaw,45,23,1
656,Chris,Clements,The Menace,177.0,77.1,177.0,Orthodox,12,6,0
657,RJ,Clifford,,,72.6,,,4,3,0
658,Mark,Climaco,,162.0,56.7,165.0,Southpaw,9,1,0
659,Josh,Clopton,The Gentleman,167.0,65.8,,Orthodox,6,2,1
660,Brian,Cobb,,180.0,70.3,,Orthodox,20,9,0
661,Darryl,Cobb,,175.0,83.9,,,6,8,0
662,Dave,Cochran,,167.0,70.3,,,26,29,1
663,Dakota,Cochrane,,172.0,70.3,,,29,12,0
664,Marloes,Coenen,,175.0,65.8,170.0,,23,8,0
665,Marc,Cofer,,,83.9,,,7,5,0
666,John,Cofer,The Potter,175.0,70.3,,Southpaw,8,4,0
668,Felipe,Colares,Cabocao,172.0,65.8,175.0,Orthodox,10,4,0
669,Wayne,Cole,,185.0,93.0,,Orthodox,16,25,0
670,Devin,Cole,,193.0,108.9,,Orthodox,20,10,1
671,Coltin,Cole,,,83.9,,,4,5,0
672,Ivan,Cole,JP,175.0,61.2,,,2,3,0
674,Mark,Coleman,The Hammer,185.0,93.0,190.0,Orthodox,16,10,0
675,Cortez,Coleman,Hollywood,185.0,83.9,,,13,8,0
676,Clay,Collard,Cassius,180.0,65.8,185.0,Orthodox,14,7,0
677,Jamie,Colleen,,160.0,52.2,165.0,Orthodox,4,1,0
678,Jake,Collier,The Prototype,190.0,104.3,198.0,Orthodox,13,9,0
679,Christian,Colombo,,195.0,120.2,,Orthodox,8,3,1
680,Willian,Colorado,,177.0,61.2,182.0,,11,1,0
681,Wes,Combs,The Soldier,187.0,93.0,,Orthodox,20,6,0
682,Carlos,Condit,The Natural Born Killer,187.0,77.1,190.0,Orthodox,32,14,0
683,Chris,Condo,,182.0,152.0,,Orthodox,0,1,0
684,Montserrat,Conejo,,152.0,52.2,154.0,Southpaw,10,2,0
685,Tristan,Connelly,Boondock,177.0,65.8,172.0,Orthodox,14,8,0
686,Marcos,Conrado Jr.,,187.0,99.8,,Orthodox,5,1,0
687,Jeremiah,Constant,,185.0,108.9,,Orthodox,11,8,0
688,Jonathan,Contrestano,JT,,70.3,,,6,0,0
689,Bob,Cook,Crazy,175.0,77.1,,Orthodox,5,0,0
690,Mike,Cook,,185.0,93.0,,Orthodox,13,13,0
691,Chad,Cook,,187.0,93.0,,,10,12,0
692,TJ,Cook,,,93.0,,,13,5,0
693,Dewey,Cooper,The Black Cobra,,93.0,,,2,1,0
694,Brett,Cooper,,182.0,77.1,,Orthodox,23,12,0
695,Bill,Cooper,,,70.3,,,2,1,0
696,Bobby,Cooper,Super Duper,185.0,70.3,,,12,7,0
697,Amanda,Cooper,ABC,160.0,52.2,162.0,Switch,3,5,0
698,Kit,Cope,Havoc,182.0,77.1,,Orthodox,6,7,0
699,Chris,Cope,C-Murder,182.0,77.1,182.0,Orthodox,8,4,0
700,Josh,Copeland,Cuddly Bear,185.0,120.2,,Orthodox,12,4,0
701,Michael,Cora,Kookie Monster,185.0,77.1,195.0,Southpaw,4,1,0
702,Akira,Corassani,,172.0,65.8,172.0,Orthodox,12,6,0
703,Muhsin,Corbbrey,,177.0,70.3,,Orthodox,17,9,0
704,Daniel,Cormier,DC,180.0,106.6,182.0,Orthodox,22,3,0
705,Nora,Cornolle,,,61.2,,,6,1,0
706,Clint,Coronel,,,70.3,,,2,5,0
707,Henry,Corrales,,175.0,65.8,,,13,3,0
708,Bethe,Correia,Pitbull,165.0,61.2,162.0,Orthodox,11,6,1
709,Wesley,Correira,Cabbage,190.0,117.9,,Orthodox,20,16,0
710,Waldo,Cortes-Acosta,Salsa Boy,193.0,117.9,198.0,Orthodox,9,1,0
711,Tracy,Cortez,,165.0,56.7,165.0,Orthodox,10,1,0
712,Reyes,Cortez,JR,170.0,61.2,172.0,Orthodox,5,2,0
713,Chad,Corvin,The Brave Warrior,195.0,115.7,,,5,0,0
714,Louis,Cosce,,175.0,77.1,180.0,Orthodox,7,2,0
715,Orion,Cosce,Galaxy,180.0,77.1,180.0,Switch,8,2,0
716,Miguel,Cosio,,193.0,93.0,,,1,13,0
717,Jadson,Costa,,170.0,70.3,,Orthodox,22,8,0
718,Guilherme,Costa,The Prodigy,,70.3,,,7,1,0
719,Paulo,Costa,The Eraser,185.0,83.9,182.0,Orthodox,14,2,0
720,Randy,Costa,The Zohan,175.0,61.2,185.0,Switch,6,4,0
721,Alessandro,Costa,Nono,162.0,56.7,170.0,Orthodox,12,3,0
722,Melquizael,Costa,Melk Cauthy,177.0,65.8,180.0,Southpaw,19,6,0
723,Oscar,Cota,Elevation,182.0,104.3,182.0,Orthodox,11,3,0
724,Patrick,Cote,The Predator,180.0,77.1,190.0,Orthodox,23,11,0
725,JC,Cottrell,,175.0,70.3,,Orthodox,17,5,0
726,JR,Coughran,Bam Bam,167.0,65.8,,Orthodox,4,1,0
727,Rashad,Coulter,Daywalker,180.0,93.0,193.0,Orthodox,9,4,0
728,Dave,Courchaine,,172.0,77.1,,,20,7,0
729,Randy,Couture,The Natural,185.0,93.0,190.0,Orthodox,19,11,0
730,Kim,Couture,Sugar Free,172.0,61.2,,Orthodox,3,8,0
731,Ryan,Couture,,177.0,70.3,185.0,Orthodox,11,5,0
732,Nikk,Covert,The Brick,172.0,83.9,,,3,4,0
733,Colby,Covington,Chaos,180.0,77.1,182.0,Orthodox,17,3,0
734,Hailey,Cowan,All Hail,172.0,61.2,170.0,Southpaw,7,3,0
735,Jeff,Cox,The Grinder,177.0,70.3,,Orthodox,10,7,0
736,Nathan,Coy,Soulforce,177.0,77.1,175.0,Southpaw,15,7,0
737,Andrew,Craig,Highlight,185.0,77.1,193.0,Orthodox,9,4,0
738,Paul,Craig,Bearjew,190.0,83.9,193.0,Orthodox,16,6,1
739,Dan,Cramer,,187.0,77.1,,Orthodox,11,4,0
740,Alberto,Crane,,165.0,70.3,,Orthodox,15,5,0
741,Tim,Credeur,,190.0,83.9,190.0,Orthodox,12,4,0
742,Paul,Creighton,,167.0,70.3,,Southpaw,3,1,0
744,Alexander,Crispim,,,65.8,,,8,6,0
745,Alex,Crispin,,,70.3,,,0,1,0
746,Kevin,Croom,Crash,180.0,61.2,185.0,Orthodox,21,15,0
747,Ken,Cross,The Boss,182.0,70.3,182.0,Southpaw,11,3,0
748,Jeff,Crotty,,,70.3,,,1,1,0
749,Allen,Crowder,Pretty Boy,190.0,111.1,193.0,Orthodox,10,4,0
750,Daron,Cruickshank,Detroit Superstar,172.0,70.3,182.0,Switch,18,10,0
751,Richard,Crunkilton,Cleat,170.0,70.3,,Orthodox,19,4,0
752,Jimmy,Crute,,187.0,93.0,187.0,Orthodox,12,3,1
753,Marcio,Cruz,Pe de Pano,193.0,105.2,,Orthodox,8,3,0
754,Dominick,Cruz,The Dominator,172.0,61.2,172.0,Orthodox,24,4,0
755,Aalon,Cruz,,182.0,65.8,198.0,Switch,8,4,0
756,Timothy,Cuamba,Twilight Timmy,,65.8,,,6,1,0
757,Jay,Cucciniello,,170.0,70.3,,Orthodox,8,1,0
758,Emilio,Cuellar,Show Kid,,56.7,,,6,1,0
759,Josh,Culibao,Kuya,177.0,65.8,185.0,Orthodox,11,1,1
760,Chris,Culley,,,65.8,,,20,15,0
761,Abel,Cullum,The Silent Assassin,170.0,63.0,,Orthodox,20,6,0
762,Zak,Cummings,,182.0,93.0,190.0,Southpaw,25,7,0
763,Everett,Cummings,,,93.0,,,12,0,0
764,Patrick,Cummins,Durkin,187.0,93.0,193.0,Orthodox,10,7,0
765,Luke,Cummo,,182.0,77.1,187.0,Orthodox,6,6,0
766,Hugo,Cunha,Silverback,193.0,113.4,,,6,0,0
767,Alton,Cunningham,The Bo-Man,187.0,93.0,195.0,Orthodox,4,2,0
768,Santo,Curatolo,,160.0,56.7,157.0,Southpaw,6,2,0
769,Larry,Cureton,,187.0,108.9,,Orthodox,0,2,0
770,Jeff,Curran,Big Frog,167.0,61.2,175.0,Orthodox,36,18,1
771,Kailin,Curran,,162.0,52.2,165.0,Orthodox,4,5,0
772,Pat,Curran,Paddy Mike,175.0,65.8,,,22,7,0
